,price,volume
656750,656750,126
656775,656775,125
656800,656800,125
656825,656825,125
656850,656850,126
656875,656875,125
656900,656900,124
656925,656925,124
656950,656950,124
656975,656975,124
657000,657000,123
657025,657025,122
657050,657050,124
657075,657075,125
657100,657100,125
657125,657125,125
657150,657150,125
657175,657175,125
657200,657200,125
657225,657225,126
657250,657250,126
657275,657275,126
657300,657300,126
657325,657325,126
657350,657350,126
657375,657375,125
657400,657400,125
657425,657425,124
657450,657450,123
657475,657475,123
657500,657500,123
657525,657525,125
657550,657550,125
657575,657575,125
657600,657600,125
657625,657625,125
657650,657650,125
657675,657675,126
657700,657700,128
657725,657725,127
657750,657750,127
657775,657775,126
657800,657800,126
657825,657825,126
657850,657850,126
657875,657875,125
657900,657900,125
657925,657925,125
657950,657950,125
657975,657975,125
658000,658000,125
658025,658025,125
658050,658050,125
658075,658075,124
658100,658100,124
658125,658125,123
658150,658150,123
658175,658175,123
658200,658200,123
658225,658225,123
658250,658250,123
658275,658275,126
658300,658300,126
658325,658325,126
658350,658350,126
658375,658375,126
658400,658400,126
658425,658425,126
658450,658450,125
658475,658475,127
658500,658500,126
658525,658525,126
658550,658550,126
658575,658575,127
658600,658600,127
658625,658625,127
658650,658650,127
658675,658675,128
658700,658700,128
658725,658725,128
658750,658750,129
658775,658775,129
658800,658800,126
658825,658825,126
658850,658850,127
658875,658875,127
658900,658900,123
658925,658925,123
658950,658950,122
658975,658975,122
659000,659000,124
659025,659025,124
659050,659050,124
659075,659075,124
659100,659100,124
659125,659125,124
659150,659150,124
659175,659175,125
659200,659200,125
659225,659225,125
659250,659250,124
659275,659275,124
659300,659300,126
659325,659325,126
659350,659350,126
659375,659375,123
659400,659400,121
659425,659425,120
659450,659450,120
659475,659475,120
659500,659500,120
659525,659525,119
659550,659550,119
659575,659575,119
659600,659600,118
659625,659625,118
659650,659650,119
659675,659675,118
659700,659700,117
659725,659725,116
659750,659750,116
659775,659775,116
659800,659800,115
659825,659825,116
659850,659850,116
659875,659875,117
659900,659900,115
659925,659925,115
659950,659950,114
659975,659975,114
660000,660000,112
660025,660025,113
660050,660050,113
660075,660075,113
660100,660100,114
660125,660125,114
660150,660150,114
660175,660175,115
660200,660200,114
660225,660225,114
660250,660250,114
660275,660275,113
660300,660300,113
660325,660325,114
660350,660350,114
660375,660375,113
660400,660400,113
660425,660425,113
660450,660450,112
660475,660475,113
660500,660500,114
660525,660525,114
660550,660550,115
660575,660575,115
660600,660600,115
660625,660625,114
660650,660650,113
660675,660675,113
660700,660700,113
660725,660725,113
660750,660750,114
660775,660775,114
660800,660800,114
660825,660825,114
660850,660850,114
660875,660875,113
660900,660900,113
660925,660925,113
660950,660950,112
660975,660975,113
661000,661000,113
661025,661025,113
661050,661050,113
661075,661075,113
661100,661100,112
661125,661125,113
661150,661150,113
661175,661175,114
661200,661200,115
661225,661225,115
661250,661250,115
661275,661275,113
661300,661300,114
661325,661325,114
661350,661350,114
661375,661375,115
661400,661400,115
661425,661425,115
661450,661450,115
661475,661475,113
661500,661500,114
661525,661525,115
661550,661550,114
661575,661575,113
661600,661600,112
661625,661625,111
661650,661650,111
661675,661675,111
661700,661700,112
661725,661725,112
661750,661750,112
661775,661775,112
661800,661800,112
661825,661825,111
661850,661850,111
661875,661875,110
661900,661900,110
661925,661925,110
661950,661950,110
661975,661975,110
662000,662000,112
662025,662025,112
662050,662050,111
662075,662075,111
662100,662100,111
662125,662125,111
662150,662150,111
662175,662175,111
662200,662200,111
662225,662225,111
662250,662250,112
662275,662275,113
662300,662300,113
662325,662325,114
662350,662350,114
662375,662375,114
662400,662400,113
662425,662425,111
662450,662450,112
662475,662475,113
662500,662500,113
662525,662525,113
662550,662550,113
662575,662575,113
662600,662600,113
662625,662625,113
662650,662650,112
662675,662675,112
662700,662700,112
662725,662725,112
662750,662750,113
662775,662775,112
662800,662800,111
662825,662825,111
662850,662850,111
662875,662875,110
662900,662900,110
662925,662925,110
662950,662950,110
662975,662975,112
663000,663000,112
663025,663025,112
663050,663050,113
663075,663075,114
663100,663100,113
663125,663125,113
663150,663150,112
663175,663175,112
663200,663200,112
663225,663225,112
663250,663250,113
663275,663275,113
663300,663300,111
663325,663325,111
663350,663350,111
663375,663375,110
663400,663400,110
663425,663425,110
663450,663450,110
663475,663475,110
663500,663500,108
663525,663525,108
663550,663550,108
663575,663575,108
663600,663600,108
663625,663625,107
663650,663650,107
663675,663675,107
663700,663700,108
663725,663725,108
663750,663750,108
663775,663775,108
663800,663800,107
663825,663825,107
663850,663850,107
663875,663875,107
663900,663900,108
663925,663925,108
663950,663950,107
663975,663975,107
664000,664000,107
664025,664025,107
664050,664050,107
664075,664075,108
664100,664100,108
664125,664125,108
664150,664150,108
664175,664175,107
664200,664200,108
664225,664225,107
664250,664250,106
664275,664275,106
664300,664300,106
664325,664325,107
664350,664350,107
664375,664375,107
664400,664400,107
664425,664425,107
664450,664450,107
664475,664475,107
664500,664500,107
664525,664525,107
664550,664550,107
664575,664575,107
664600,664600,107
664625,664625,109
664650,664650,109
664675,664675,108
664700,664700,107
664725,664725,107
664750,664750,106
664775,664775,106
664800,664800,105
664825,664825,105
664850,664850,105
664875,664875,105
664900,664900,101
664925,664925,101
664950,664950,101
664975,664975,100
665000,665000,97
665025,665025,97
665050,665050,97
665075,665075,97
665100,665100,97
665125,665125,99
665150,665150,99
665175,665175,100
665200,665200,100
665225,665225,100
665250,665250,100
665275,665275,101
665300,665300,102
665325,665325,102
665350,665350,101
665375,665375,101
665400,665400,101
665425,665425,101
665450,665450,101
665475,665475,102
665500,665500,102
665525,665525,101
665550,665550,102
665575,665575,102
665600,665600,102
665625,665625,102
665650,665650,102
665675,665675,102
665700,665700,101
665725,665725,101
665750,665750,100
665775,665775,100
665800,665800,100
665825,665825,100
665850,665850,97
665875,665875,97
665900,665900,97
665925,665925,97
665950,665950,97
665975,665975,97
666000,666000,97
666025,666025,97
666050,666050,97
666075,666075,96
666100,666100,97
666125,666125,98
666150,666150,98
666175,666175,97
666200,666200,97
666225,666225,97
666250,666250,97
666275,666275,96
666300,666300,96
666325,666325,95
666350,666350,95
666375,666375,95
666400,666400,95
666425,666425,95
666450,666450,94
666475,666475,93
666500,666500,94
666525,666525,94
666550,666550,93
666575,666575,93
666600,666600,93
666625,666625,93
666650,666650,93
666675,666675,94
666700,666700,95
666725,666725,93
666750,666750,93
666775,666775,93
666800,666800,93
666825,666825,93
666850,666850,92
666875,666875,91
666900,666900,90
666925,666925,89
666950,666950,89
666975,666975,89
667000,667000,90
667025,667025,89
667050,667050,88
667075,667075,88
667100,667100,88
667125,667125,88
667150,667150,88
667175,667175,88
667200,667200,88
667225,667225,88
667250,667250,88
667275,667275,88
667300,667300,87
667325,667325,87
667350,667350,87
667375,667375,88
667400,667400,88
667425,667425,89
667450,667450,88
667475,667475,88
667500,667500,89
667525,667525,89
667550,667550,89
667575,667575,89
667600,667600,90
667625,667625,91
667650,667650,92
667675,667675,93
667700,667700,92
667725,667725,92
667750,667750,91
667775,667775,90
667800,667800,89
667825,667825,89
667850,667850,87
667875,667875,87
667900,667900,87
667925,667925,87
667950,667950,88
667975,667975,88
668000,668000,87
668025,668025,87
668050,668050,87
668075,668075,87
668100,668100,87
668125,668125,87
668150,668150,86
668175,668175,85
668200,668200,84
668225,668225,84
668250,668250,84
668275,668275,84
668300,668300,84
668325,668325,84
668350,668350,83
668375,668375,83
668400,668400,83
668425,668425,82
668450,668450,82
668475,668475,82
668500,668500,81
668525,668525,81
668550,668550,82
668575,668575,81
668600,668600,81
668625,668625,81
668650,668650,81
668675,668675,81
668700,668700,81
668725,668725,81
668750,668750,80
668775,668775,80
668800,668800,81
668825,668825,81
668850,668850,81
668875,668875,80
668900,668900,80
668925,668925,80
668950,668950,80
668975,668975,80
669000,669000,80
669025,669025,77
669050,669050,76
669075,669075,76
669100,669100,76
669125,669125,76
669150,669150,75
669175,669175,74
669200,669200,76
669225,669225,76
669250,669250,76
669275,669275,76
669300,669300,76
669325,669325,76
669350,669350,76
669375,669375,76
669400,669400,74
669425,669425,74
669450,669450,74
669475,669475,74
669500,669500,74
669525,669525,72
669550,669550,70
669575,669575,70
669600,669600,70
669625,669625,70
669650,669650,70
669675,669675,70
669700,669700,69
669725,669725,71
669750,669750,71
669775,669775,71
669800,669800,71
669825,669825,68
669850,669850,69
669875,669875,68
669900,669900,67
669925,669925,66
669950,669950,66
669975,669975,66
670000,670000,64
670025,670025,65
670050,670050,65
670075,670075,65
670100,670100,65
670125,670125,64
670150,670150,64
670175,670175,64
670200,670200,64
670225,670225,64
670250,670250,64
670275,670275,64
670300,670300,62
670325,670325,61
670350,670350,61
670375,670375,61
670400,670400,61
670425,670425,62
670450,670450,62
670475,670475,62
670500,670500,62
670525,670525,62
670550,670550,62
670575,670575,62
670600,670600,62
670625,670625,62
670650,670650,62
670675,670675,62
670700,670700,62
670725,670725,62
670750,670750,61
670775,670775,61
670800,670800,61
670825,670825,61
670850,670850,61
670875,670875,61
670900,670900,61
670925,670925,61
670950,670950,61
670975,670975,61
671000,671000,61
671025,671025,61
671050,671050,61
671075,671075,60
671100,671100,59
671125,671125,59
671150,671150,59
671175,671175,59
671200,671200,59
671225,671225,59
671250,671250,59
671275,671275,59
671300,671300,59
671325,671325,59
671350,671350,59
671375,671375,60
671400,671400,59
671425,671425,59
671450,671450,59
671475,671475,59
671500,671500,59
671525,671525,57
671550,671550,57
671575,671575,57
671600,671600,56
671625,671625,55
671650,671650,55
671675,671675,55
671700,671700,55
671725,671725,54
671750,671750,53
671775,671775,53
671800,671800,53
671825,671825,53
671850,671850,53
671875,671875,53
671900,671900,53
671925,671925,52
671950,671950,52
671975,671975,52
672000,672000,54
672025,672025,54
672050,672050,54
672075,672075,54
672100,672100,53
672125,672125,53
672150,672150,53
672175,672175,53
672200,672200,53
672225,672225,53
672250,672250,53
672275,672275,54
672300,672300,54
672325,672325,54
672350,672350,54
672375,672375,53
672400,672400,53
672425,672425,53
672450,672450,53
672475,672475,53
672500,672500,53
672525,672525,53
672550,672550,53
672575,672575,53
672600,672600,54
672625,672625,54
672650,672650,54
672675,672675,54
672700,672700,54
672725,672725,54
672750,672750,54
672775,672775,54
672800,672800,54
672825,672825,54
672850,672850,54
672875,672875,54
672900,672900,54
672925,672925,54
672950,672950,54
672975,672975,54
673000,673000,53
673025,673025,52
673050,673050,53
673075,673075,53
673100,673100,54
673125,673125,54
673150,673150,54
673175,673175,54
673200,673200,54
673225,673225,54
673250,673250,54
673275,673275,52
673300,673300,53
673325,673325,53
673350,673350,52
673375,673375,52
673400,673400,52
673425,673425,51
673450,673450,51
673475,673475,51
673500,673500,51
673525,673525,52
673550,673550,52
673575,673575,52
673600,673600,51
673625,673625,51
673650,673650,52
673675,673675,52
673700,673700,51
673725,673725,51
673750,673750,51
673775,673775,51
673800,673800,51
673825,673825,50
673850,673850,50
673875,673875,50
673900,673900,50
673925,673925,50
673950,673950,50
673975,673975,50
674000,674000,50
674025,674025,50
674050,674050,49
674075,674075,49
674100,674100,49
674125,674125,49
674150,674150,50
674175,674175,50
674200,674200,50
674225,674225,50
674250,674250,50
674275,674275,50
674300,674300,50
674325,674325,49
674350,674350,50
674375,674375,50
674400,674400,50
674425,674425,50
674450,674450,50
674475,674475,50
674500,674500,52
674525,674525,51
674550,674550,51
674575,674575,52
674600,674600,52
674625,674625,52
674650,674650,52
674675,674675,52
674700,674700,52
674725,674725,52
674750,674750,52
674775,674775,52
674800,674800,53
674825,674825,53
674850,674850,53
674875,674875,53
674900,674900,53
674925,674925,53
674950,674950,53
674975,674975,53
675000,675000,51
675025,675025,51
675050,675050,51
675075,675075,51
675100,675100,51
675125,675125,52
675150,675150,52
675175,675175,52
675200,675200,52
675225,675225,52
675250,675250,52
675275,675275,52
675300,675300,52
675325,675325,52
675350,675350,52
675375,675375,53
675400,675400,54
675425,675425,55
675450,675450,55
675475,675475,54
675500,675500,54
675525,675525,54
675550,675550,54
675575,675575,54
675600,675600,54
675625,675625,54
675650,675650,54
675675,675675,54
675700,675700,54
675725,675725,54
675750,675750,54
675775,675775,53
675800,675800,52
675825,675825,53
675850,675850,53
675875,675875,53
675900,675900,53
675925,675925,53
675950,675950,53
675975,675975,53
676000,676000,53
676025,676025,53
676050,676050,53
676075,676075,53
676100,676100,53
676125,676125,53
676150,676150,53
676175,676175,53
676200,676200,53
676225,676225,53
676250,676250,52
676275,676275,52
676300,676300,52
676325,676325,52
676350,676350,52
676375,676375,52
676400,676400,53
676425,676425,53
676450,676450,52
676475,676475,52
676500,676500,52
676525,676525,52
676550,676550,52
676575,676575,52
676600,676600,52
676625,676625,52
676650,676650,52
676675,676675,53
676700,676700,53
676725,676725,52
676750,676750,52
676775,676775,52
676800,676800,51
676825,676825,51
676850,676850,51
676875,676875,50
676900,676900,50
676925,676925,50
676950,676950,50
676975,676975,50
677000,677000,50
677025,677025,50
677050,677050,50
677075,677075,51
677100,677100,50
677125,677125,50
677150,677150,50
677175,677175,50
677200,677200,50
677225,677225,50
677250,677250,50
677275,677275,50
677300,677300,50
677325,677325,50
677350,677350,50
677375,677375,51
677400,677400,52
677425,677425,52
677450,677450,52
677475,677475,52
677500,677500,52
677525,677525,52
677550,677550,52
677575,677575,52
677600,677600,52
677625,677625,52
677650,677650,52
677675,677675,52
677700,677700,52
677725,677725,52
677750,677750,52
677775,677775,51
677800,677800,51
677825,677825,51
677850,677850,51
677875,677875,51
677900,677900,51
677925,677925,51
677950,677950,51
677975,677975,51
678000,678000,51
678025,678025,50
678050,678050,50
678075,678075,50
678100,678100,50
678125,678125,50
678150,678150,50
678175,678175,50
678200,678200,50
678225,678225,50
678250,678250,51
678275,678275,52
678300,678300,52
678325,678325,52
678350,678350,52
678375,678375,52
678400,678400,52
678425,678425,52
678450,678450,52
678475,678475,52
678500,678500,51
678525,678525,51
678550,678550,52
678575,678575,52
678600,678600,52
678625,678625,52
678650,678650,52
678675,678675,52
678700,678700,52
678725,678725,52
678750,678750,52
678775,678775,52
678800,678800,52
678825,678825,52
678850,678850,52
678875,678875,52
678900,678900,52
678925,678925,52
678950,678950,52
678975,678975,52
679000,679000,52
679025,679025,52
679050,679050,53
679075,679075,53
679100,679100,54
679125,679125,54
679150,679150,54
679175,679175,54
679200,679200,55
679225,679225,55
679250,679250,55
679275,679275,54
679300,679300,54
679325,679325,53
679350,679350,53
679375,679375,52
679400,679400,52
679425,679425,52
679450,679450,52
679475,679475,53
679500,679500,53
679525,679525,52
679550,679550,52
679575,679575,52
679600,679600,52
679625,679625,52
679650,679650,52
679675,679675,53
679700,679700,52
679725,679725,52
679750,679750,52
679775,679775,52
679800,679800,52
679825,679825,52
679850,679850,52
679875,679875,52
679900,679900,52
679925,679925,52
679950,679950,52
679975,679975,52
680000,680000,52
680025,680025,52
680050,680050,52
680075,680075,52
680100,680100,52
680125,680125,52
680150,680150,52
680175,680175,52
680200,680200,52
680225,680225,52
680250,680250,52
680275,680275,52
680300,680300,52
680325,680325,52
680350,680350,52
680375,680375,52
680400,680400,51
680425,680425,50
680450,680450,50
680475,680475,50
680500,680500,49
680525,680525,49
680550,680550,49
680575,680575,49
680600,680600,49
680625,680625,49
680650,680650,49
680675,680675,49
680700,680700,48
680725,680725,48
680750,680750,48
680775,680775,48
680800,680800,48
680825,680825,48
680850,680850,48
680875,680875,48
680900,680900,48
680925,680925,48
680950,680950,48
680975,680975,48
681000,681000,47
681025,681025,47
681050,681050,48
681075,681075,48
681100,681100,48
681125,681125,48
681150,681150,48
681175,681175,48
681200,681200,48
681225,681225,49
681250,681250,49
681275,681275,49
681300,681300,50
681325,681325,50
681350,681350,50
681375,681375,50
681400,681400,50
681425,681425,50
681450,681450,50
681475,681475,50
681500,681500,50
681525,681525,50
681550,681550,49
681575,681575,50
681600,681600,50
681625,681625,49
681650,681650,49
681675,681675,49
681700,681700,50
681725,681725,50
681750,681750,51
681775,681775,51
681800,681800,51
681825,681825,50
681850,681850,49
681875,681875,48
681900,681900,47
681925,681925,47
681950,681950,47
681975,681975,47
682000,682000,47
682025,682025,47
682050,682050,47
682075,682075,47
682100,682100,47
682125,682125,48
682150,682150,48
682175,682175,48
682200,682200,48
682225,682225,48
682250,682250,48
682275,682275,48
682300,682300,48
682325,682325,48
682350,682350,48
682375,682375,48
682400,682400,48
682425,682425,48
682450,682450,48
682475,682475,48
682500,682500,48
682525,682525,49
682550,682550,50
682575,682575,50
682600,682600,50
682625,682625,50
682650,682650,50
682675,682675,49
682700,682700,49
682725,682725,49
682750,682750,49
682775,682775,49
682800,682800,48
682825,682825,48
682850,682850,48
682875,682875,48
682900,682900,48
682925,682925,48
682950,682950,48
682975,682975,49
683000,683000,47
683025,683025,47
683050,683050,47
683075,683075,47
683100,683100,47
683125,683125,47
683150,683150,47
683175,683175,47
683200,683200,47
683225,683225,47
683250,683250,47
683275,683275,46
683300,683300,46
683325,683325,46
683350,683350,46
683375,683375,46
683400,683400,46
683425,683425,46
683450,683450,46
683475,683475,46
683500,683500,46
683525,683525,46
683550,683550,46
683575,683575,46
683600,683600,44
683625,683625,45
683650,683650,45
683675,683675,45
683700,683700,45
683725,683725,45
683750,683750,45
683775,683775,46
683800,683800,46
683825,683825,46
683850,683850,46
683875,683875,46
683900,683900,46
683925,683925,46
683950,683950,46
683975,683975,46
684000,684000,46
684025,684025,46
684050,684050,45
684075,684075,45
684100,684100,45
684125,684125,45
684150,684150,45
684175,684175,45
684200,684200,45
684225,684225,45
684250,684250,45
684275,684275,44
684300,684300,44
684325,684325,44
684350,684350,44
684375,684375,44
684400,684400,44
684425,684425,44
684450,684450,44
684475,684475,44
684500,684500,44
684525,684525,43
684550,684550,43
684575,684575,43
684600,684600,43
684625,684625,43
684650,684650,43
684675,684675,43
684700,684700,43
684725,684725,43
684750,684750,43
684775,684775,43
684800,684800,43
684825,684825,42
684850,684850,42
684875,684875,42
684900,684900,41
684925,684925,41
684950,684950,41
684975,684975,41
685000,685000,39
685025,685025,39
685050,685050,39
685075,685075,39
685100,685100,39
685125,685125,39
685150,685150,39
685175,685175,39
685200,685200,40
685225,685225,40
685250,685250,40
685275,685275,40
685300,685300,40
685325,685325,40
685350,685350,40
685375,685375,40
685400,685400,39
685425,685425,39
685450,685450,40
685475,685475,40
685500,685500,40
685525,685525,40
685550,685550,41
685575,685575,40
685600,685600,40
685625,685625,40
685650,685650,40
685675,685675,40
685700,685700,39
685725,685725,39
685750,685750,39
685775,685775,39
685800,685800,39
685825,685825,39
685850,685850,39
685875,685875,39
685900,685900,39
685925,685925,38
685950,685950,38
685975,685975,38
686000,686000,38
686025,686025,38
686050,686050,38
686075,686075,38
686100,686100,38
686125,686125,38
686150,686150,38
686175,686175,38
686200,686200,38
686225,686225,38
686250,686250,38
686275,686275,38
686300,686300,38
686325,686325,38
686350,686350,38
686375,686375,38
686400,686400,38
686425,686425,38
686450,686450,39
686475,686475,39
686500,686500,38
686525,686525,38
686550,686550,38
686575,686575,38
686600,686600,37
686625,686625,37
686650,686650,37
686675,686675,37
686700,686700,37
686725,686725,37
686750,686750,37
686775,686775,37
686800,686800,37
686825,686825,37
686850,686850,37
686875,686875,37
686900,686900,37
686925,686925,38
686950,686950,38
686975,686975,38
687000,687000,38
687025,687025,38
687050,687050,38
687075,687075,37
687100,687100,37
687125,687125,38
687150,687150,38
687175,687175,38
687200,687200,38
687225,687225,38
687250,687250,38
687275,687275,38
687300,687300,37
687325,687325,37
687350,687350,37
687375,687375,36
687400,687400,36
687425,687425,36
687450,687450,36
687475,687475,36
687500,687500,35
687525,687525,35
687550,687550,35
687575,687575,35
687600,687600,35
687625,687625,35
687650,687650,35
687675,687675,35
687700,687700,35
687725,687725,35
687750,687750,35
687775,687775,35
687800,687800,35
687825,687825,35
687850,687850,35
687875,687875,35
687900,687900,36
687925,687925,35
687950,687950,35
687975,687975,35
688000,688000,34
688025,688025,34
688050,688050,34
688075,688075,34
688100,688100,34
688125,688125,34
688150,688150,34
688175,688175,34
688200,688200,34
688225,688225,34
688250,688250,34
688275,688275,34
688300,688300,33
688325,688325,33
688350,688350,33
688375,688375,33
688400,688400,33
688425,688425,33
688450,688450,33
688475,688475,33
688500,688500,33
688525,688525,33
688550,688550,33
688575,688575,33
688600,688600,33
688625,688625,33
688650,688650,33
688675,688675,33
688700,688700,33
688725,688725,32
688750,688750,32
688775,688775,32
688800,688800,31
688825,688825,31
688850,688850,31
688875,688875,31
688900,688900,31
688925,688925,31
688950,688950,31
688975,688975,31
689000,689000,31
689025,689025,31
689050,689050,31
689075,689075,31
689100,689100,30
689125,689125,30
689150,689150,30
689175,689175,30
689200,689200,30
689225,689225,30
689250,689250,30
689275,689275,30
689300,689300,30
689325,689325,30
689350,689350,30
689375,689375,30
689400,689400,30
689425,689425,30
689450,689450,30
689475,689475,30
689500,689500,30
689525,689525,29
689550,689550,29
689575,689575,29
689600,689600,29
689625,689625,29
689650,689650,29
689675,689675,29
689700,689700,28
689725,689725,28
689750,689750,28
689775,689775,28
689800,689800,28
689825,689825,28
689850,689850,28
689875,689875,28
689900,689900,28
689925,689925,28
689950,689950,28
689975,689975,28
690000,690000,27
690025,690025,27
690050,690050,27
690075,690075,27
690100,690100,27
690125,690125,26
690150,690150,26
690175,690175,26
690200,690200,26
690225,690225,26
690250,690250,26
690275,690275,26
690300,690300,26
690325,690325,27
690350,690350,27
690375,690375,27
690400,690400,27
690425,690425,27
690450,690450,27
690475,690475,27
690500,690500,27
690525,690525,27
690550,690550,27
690575,690575,27
690600,690600,27
690625,690625,27
690650,690650,28
690675,690675,28
690700,690700,28
690725,690725,28
690750,690750,28
690775,690775,27
690800,690800,27
690825,690825,27
690850,690850,27
690875,690875,27
690900,690900,27
690925,690925,27
690950,690950,27
690975,690975,27
691000,691000,27
691025,691025,27
691050,691050,27
691075,691075,27
691100,691100,27
691125,691125,27
691150,691150,27
691175,691175,27
691200,691200,27
691225,691225,28
691250,691250,28
691275,691275,27
691300,691300,27
691325,691325,27
691350,691350,27
691375,691375,27
691400,691400,27
691425,691425,27
691450,691450,27
691475,691475,27
691500,691500,27
691525,691525,27
691550,691550,27
691575,691575,27
691600,691600,27
691625,691625,27
691650,691650,27
691675,691675,27
691700,691700,27
691725,691725,27
691750,691750,27
691775,691775,27
691800,691800,27
691825,691825,27
691850,691850,27
691875,691875,27
691900,691900,27
691925,691925,27
691950,691950,27
691975,691975,27
692000,692000,27
692025,692025,27
692050,692050,27
692075,692075,27
692100,692100,27
692125,692125,27
692150,692150,27
692175,692175,27
692200,692200,27
692225,692225,27
692250,692250,27
692275,692275,27
692300,692300,27
692325,692325,28
692350,692350,28
692375,692375,28
692400,692400,28
692425,692425,28
692450,692450,27
692475,692475,27
692500,692500,27
692525,692525,27
692550,692550,27
692575,692575,27
692600,692600,27
692625,692625,27
692650,692650,27
692675,692675,27
692700,692700,27
692725,692725,27
692750,692750,27
692775,692775,27
692800,692800,26
692825,692825,26
692850,692850,26
692875,692875,26
692900,692900,26
692925,692925,26
692950,692950,26
692975,692975,26
693000,693000,24
693025,693025,24
693050,693050,24
693075,693075,24
693100,693100,24
693125,693125,24
693150,693150,24
693175,693175,24
693200,693200,24
693225,693225,24
693250,693250,23
693275,693275,23
693300,693300,23
693325,693325,23
693350,693350,23
693375,693375,23
693400,693400,23
693425,693425,23
693450,693450,23
693475,693475,23
693500,693500,23
693525,693525,23
693550,693550,23
693575,693575,23
693600,693600,23
693625,693625,23
693650,693650,23
693675,693675,23
693700,693700,23
693725,693725,23
693750,693750,23
693775,693775,23
693800,693800,23
693825,693825,23
693850,693850,22
693875,693875,22
693900,693900,22
693925,693925,23
693950,693950,23
693975,693975,23
694000,694000,24
694025,694025,24
694050,694050,24
694075,694075,24
694100,694100,24
694125,694125,24
694150,694150,24
694175,694175,24
694200,694200,24
694225,694225,24
694250,694250,24
694275,694275,24
694300,694300,24
694325,694325,24
694350,694350,25
694375,694375,25
694400,694400,24
694425,694425,24
694450,694450,24
694475,694475,24
694500,694500,24
694525,694525,24
694550,694550,24
694575,694575,24
694600,694600,24
694625,694625,24
694650,694650,24
694675,694675,24
694700,694700,24
694725,694725,24
694750,694750,24
694775,694775,24
694800,694800,24
694825,694825,24
694850,694850,23
694875,694875,23
694900,694900,22
694925,694925,22
694950,694950,22
694975,694975,22
695000,695000,21
695025,695025,21
695050,695050,21
695075,695075,21
695100,695100,21
695125,695125,21
695150,695150,21
695175,695175,21
695200,695200,21
695225,695225,21
695250,695250,21
695275,695275,21
695300,695300,21
695325,695325,21
695350,695350,21
695375,695375,21
695400,695400,21
695425,695425,21
695450,695450,21
695475,695475,21
695500,695500,21
695525,695525,21
695550,695550,21
695575,695575,21
695600,695600,21
695625,695625,21
695650,695650,21
695675,695675,21
695700,695700,21
695725,695725,21
695750,695750,21
695775,695775,21
695800,695800,21
695825,695825,21
695850,695850,21
695875,695875,21
695900,695900,21
695925,695925,21
695950,695950,21
695975,695975,21
696000,696000,21
696025,696025,21
696050,696050,21
696075,696075,21
696100,696100,21
696125,696125,21
696150,696150,21
696175,696175,21
696200,696200,21
696225,696225,21
696250,696250,21
696275,696275,21
696300,696300,22
696325,696325,23
696350,696350,23
696375,696375,23
696400,696400,22
696425,696425,22
696450,696450,22
696475,696475,22
696500,696500,22
696525,696525,22
696550,696550,22
696575,696575,21
696600,696600,21
696625,696625,21
696650,696650,21
696675,696675,20
696700,696700,20
696725,696725,20
696750,696750,20
696775,696775,20
696800,696800,21
696825,696825,21
696850,696850,21
696875,696875,21
696900,696900,21
696925,696925,21
696950,696950,21
696975,696975,21
697000,697000,21
697025,697025,22
697050,697050,22
697075,697075,22
697100,697100,22
697125,697125,22
697150,697150,22
697175,697175,22
697200,697200,21
697225,697225,21
697250,697250,21
697275,697275,21
697300,697300,21
697325,697325,21
697350,697350,21
697375,697375,21
697400,697400,21
697425,697425,21
697450,697450,21
697475,697475,21
697500,697500,21
697525,697525,21
697550,697550,20
697575,697575,20
697600,697600,20
697625,697625,20
697650,697650,20
697675,697675,20
697700,697700,20
697725,697725,20
697750,697750,20
697775,697775,20
697800,697800,20
697825,697825,20
697850,697850,20
697875,697875,20
697900,697900,20
697925,697925,20
697950,697950,20
697975,697975,20
698000,698000,20
698025,698025,20
698050,698050,21
698075,698075,21
698100,698100,20
698125,698125,20
698150,698150,20
698175,698175,20
698200,698200,20
698225,698225,20
698250,698250,20
698275,698275,20
698300,698300,20
698325,698325,20
698350,698350,20
698375,698375,20
698400,698400,20
698425,698425,20
698450,698450,20
698475,698475,21
698500,698500,21
698525,698525,21
698550,698550,21
698575,698575,21
698600,698600,21
698625,698625,21
698650,698650,21
698675,698675,21
698700,698700,21
698725,698725,21
698750,698750,21
698775,698775,21
698800,698800,21
698825,698825,21
698850,698850,21
698875,698875,21
698900,698900,21
698925,698925,21
698950,698950,21
698975,698975,21
699000,699000,21
699025,699025,21
699050,699050,21
699075,699075,21
699100,699100,21
699125,699125,21
699150,699150,21
699175,699175,21
699200,699200,21
699225,699225,21
699250,699250,21
699275,699275,21
699300,699300,21
699325,699325,21
699350,699350,20
699375,699375,20
699400,699400,20
699425,699425,21
699450,699450,21
699475,699475,21
699500,699500,21
699525,699525,19
699550,699550,19
699575,699575,19
699600,699600,19
699625,699625,19
699650,699650,19
699675,699675,19
699700,699700,19
699725,699725,19
699750,699750,19
699775,699775,19
699800,699800,19
699825,699825,19
699850,699850,18
699875,699875,18
699900,699900,18
699925,699925,18
699950,699950,18
699975,699975,18
700000,700000,18
700025,700025,18
700050,700050,19
700075,700075,19
700100,700100,19
700125,700125,19
700150,700150,19
700175,700175,19
700200,700200,19
700225,700225,19
700250,700250,19
700275,700275,19
700300,700300,19
700325,700325,19
700350,700350,19
700375,700375,19
700400,700400,19
700425,700425,19
700450,700450,19
