,price,volume
401875,401875,1
401900,401900,1
401925,401925,1
401950,401950,1
401975,401975,2
402000,402000,2
402025,402025,2
402050,402050,2
402075,402075,2
402100,402100,2
402125,402125,2
402150,402150,2
402175,402175,2
402200,402200,2
402225,402225,2
402250,402250,2
402275,402275,2
402300,402300,2
402325,402325,2
402350,402350,2
402375,402375,2
402400,402400,2
402425,402425,2
402450,402450,2
402475,402475,2
402500,402500,2
402525,402525,2
402550,402550,2
402575,402575,2
402600,402600,2
402625,402625,2
402650,402650,2
402675,402675,2
402700,402700,2
402725,402725,2
402750,402750,2
402775,402775,2
402800,402800,2
402825,402825,2
402850,402850,2
402875,402875,2
402900,402900,2
402925,402925,2
402950,402950,2
402975,402975,2
403000,403000,2
403025,403025,2
403050,403050,2
403075,403075,2
403100,403100,2
403125,403125,2
403150,403150,2
403175,403175,2
403200,403200,2
403225,403225,2
403250,403250,2
403275,403275,2
403300,403300,2
403325,403325,2
403350,403350,2
403375,403375,2
403400,403400,2
403425,403425,2
403450,403450,2
403475,403475,2
403500,403500,2
403525,403525,2
403550,403550,2
403575,403575,2
403600,403600,2
403625,403625,2
403650,403650,2
403675,403675,2
403700,403700,2
403725,403725,2
403750,403750,2
403775,403775,2
403800,403800,2
403825,403825,2
403850,403850,2
403875,403875,2
403900,403900,2
403925,403925,2
403950,403950,2
403975,403975,2
404000,404000,2
404025,404025,2
404050,404050,2
404075,404075,2
404100,404100,2
404125,404125,2
404150,404150,2
404175,404175,2
404200,404200,2
404225,404225,2
404250,404250,2
404275,404275,3
404300,404300,3
404325,404325,3
404350,404350,3
404375,404375,4
404400,404400,4
404425,404425,4
404450,404450,4
404475,404475,4
404500,404500,4
404525,404525,4
404550,404550,4
404575,404575,4
404600,404600,4
404625,404625,3
404650,404650,3
404675,404675,3
404700,404700,3
404725,404725,3
404750,404750,3
404775,404775,3
404800,404800,3
404825,404825,3
404850,404850,3
404875,404875,3
404900,404900,3
404925,404925,3
404950,404950,3
404975,404975,3
405000,405000,3
405025,405025,3
405050,405050,3
405075,405075,3
405100,405100,3
405125,405125,3
405150,405150,3
405175,405175,3
405200,405200,3
405225,405225,3
405250,405250,3
405275,405275,3
405300,405300,3
405325,405325,3
405350,405350,3
405375,405375,3
405400,405400,3
405425,405425,3
405450,405450,3
405475,405475,3
405500,405500,2
405525,405525,2
405550,405550,2
405575,405575,2
405600,405600,2
405625,405625,2
405650,405650,2
405675,405675,3
405700,405700,3
405725,405725,3
405750,405750,3
405775,405775,3
405800,405800,3
405825,405825,3
405850,405850,3
405875,405875,3
405900,405900,3
405925,405925,3
405950,405950,3
405975,405975,3
406000,406000,3
406025,406025,3
406050,406050,3
406075,406075,3
406100,406100,3
406125,406125,3
406150,406150,3
406175,406175,3
406200,406200,3
406225,406225,3
406250,406250,3
406275,406275,3
406300,406300,3
406325,406325,3
406350,406350,3
406375,406375,3
406400,406400,4
406425,406425,4
406450,406450,4
406475,406475,4
406500,406500,4
406525,406525,4
406550,406550,4
406575,406575,4
406600,406600,4
406625,406625,4
406650,406650,4
406675,406675,4
406700,406700,4
406725,406725,4
406750,406750,4
406775,406775,4
406800,406800,4
406825,406825,4
406850,406850,4
406875,406875,4
406900,406900,4
406925,406925,4
406950,406950,4
406975,406975,4
407000,407000,4
407025,407025,4
407050,407050,4
407075,407075,4
407100,407100,4
407125,407125,4
407150,407150,4
407175,407175,4
407200,407200,4
407225,407225,4
407250,407250,4
407275,407275,4
407300,407300,4
407325,407325,4
407350,407350,4
407375,407375,4
407400,407400,4
407425,407425,4
407450,407450,4
407475,407475,4
407500,407500,4
407525,407525,4
407550,407550,4
407575,407575,4
407600,407600,4
407625,407625,4
407650,407650,4
407675,407675,4
407700,407700,4
407725,407725,4
407750,407750,4
407775,407775,5
407800,407800,5
407825,407825,5
407850,407850,5
407875,407875,5
407900,407900,5
407925,407925,5
407950,407950,5
407975,407975,5
408000,408000,5
408025,408025,5
408050,408050,5
408075,408075,5
408100,408100,5
408125,408125,5
408150,408150,5
408175,408175,5
408200,408200,5
408225,408225,5
408250,408250,5
408275,408275,5
408300,408300,5
408325,408325,5
408350,408350,5
408375,408375,5
408400,408400,5
408425,408425,5
408450,408450,5
408475,408475,5
408500,408500,5
408525,408525,5
408550,408550,5
408575,408575,5
408600,408600,5
408625,408625,5
408650,408650,6
408675,408675,6
408700,408700,6
408725,408725,6
408750,408750,6
408775,408775,6
408800,408800,7
408825,408825,7
408850,408850,7
408875,408875,7
408900,408900,7
408925,408925,7
408950,408950,7
408975,408975,7
409000,409000,7
409025,409025,7
409050,409050,7
409075,409075,7
409100,409100,7
409125,409125,7
409150,409150,7
409175,409175,7
409200,409200,7
409225,409225,7
409250,409250,7
409275,409275,7
409300,409300,7
409325,409325,7
409350,409350,7
409375,409375,7
409400,409400,7
409425,409425,7
409450,409450,7
409475,409475,7
409500,409500,7
409525,409525,7
409550,409550,7
409575,409575,6
409600,409600,6
409625,409625,6
409650,409650,6
409675,409675,6
409700,409700,6
409725,409725,6
409750,409750,6
409775,409775,6
409800,409800,6
409825,409825,6
409850,409850,6
409875,409875,6
409900,409900,6
409925,409925,6
409950,409950,6
409975,409975,6
410000,410000,7
410025,410025,7
410050,410050,7
410075,410075,7
410100,410100,7
410125,410125,7
410150,410150,7
410175,410175,7
410200,410200,7
410225,410225,7
410250,410250,7
410275,410275,7
410300,410300,7
410325,410325,7
410350,410350,7
410375,410375,7
410400,410400,7
410425,410425,7
410450,410450,7
410475,410475,6
410500,410500,6
410525,410525,6
410550,410550,6
410575,410575,6
410600,410600,6
410625,410625,6
410650,410650,6
410675,410675,6
410700,410700,6
410725,410725,6
410750,410750,6
410775,410775,6
410800,410800,6
410825,410825,6
410850,410850,6
410875,410875,6
410900,410900,6
410925,410925,6
410950,410950,6
410975,410975,6
411000,411000,6
411025,411025,5
411050,411050,5
411075,411075,5
411100,411100,5
411125,411125,5
411150,411150,5
411175,411175,5
411200,411200,5
411225,411225,5
411250,411250,5
411275,411275,5
411300,411300,5
411325,411325,4
411350,411350,4
411375,411375,4
411400,411400,3
411425,411425,3
411450,411450,3
411475,411475,3
411500,411500,2
411525,411525,2
411550,411550,2
411575,411575,2
411600,411600,2
411625,411625,2
411650,411650,2
411675,411675,2
411700,411700,2
411725,411725,2
411750,411750,2
411775,411775,2
411800,411800,2
411825,411825,2
411850,411850,2
411875,411875,2
411900,411900,2
411925,411925,2
411950,411950,2
411975,411975,2
412000,412000,2
412025,412025,2
412050,412050,2
412075,412075,2
412100,412100,2
412125,412125,2
412150,412150,2
412175,412175,2
412200,412200,2
412225,412225,2
412250,412250,2
412275,412275,2
412300,412300,2
412325,412325,2
412350,412350,2
412375,412375,2
412400,412400,2
412425,412425,2
412450,412450,2
412475,412475,2
412500,412500,2
412525,412525,2
412550,412550,2
412575,412575,2
412600,412600,2
412625,412625,2
412650,412650,2
412675,412675,2
412700,412700,2
412725,412725,2
412750,412750,2
412775,412775,2
412800,412800,2
412825,412825,2
412850,412850,2
412875,412875,2
412900,412900,2
412925,412925,2
412950,412950,2
412975,412975,2
413000,413000,2
413025,413025,2
413050,413050,2
413075,413075,2
413100,413100,2
413125,413125,2
413150,413150,2
413175,413175,2
413200,413200,2
413225,413225,2
413250,413250,2
413275,413275,2
413300,413300,2
413325,413325,2
413350,413350,2
413375,413375,2
413400,413400,2
413425,413425,2
413450,413450,2
413475,413475,2
413500,413500,2
413525,413525,2
413550,413550,2
413575,413575,2
413600,413600,2
413625,413625,2
413650,413650,2
413675,413675,2
413700,413700,2
413725,413725,2
413750,413750,2
413775,413775,2
413800,413800,2
413825,413825,3
413850,413850,3
413875,413875,3
413900,413900,3
413925,413925,3
413950,413950,3
413975,413975,3
414000,414000,3
414025,414025,3
414050,414050,3
414075,414075,3
414100,414100,3
414125,414125,3
414150,414150,3
414175,414175,3
414200,414200,3
414225,414225,2
414250,414250,2
414275,414275,2
414300,414300,2
414325,414325,2
414350,414350,2
414375,414375,2
414400,414400,2
414425,414425,2
414450,414450,2
414475,414475,2
414500,414500,2
414525,414525,2
414550,414550,2
414575,414575,2
414600,414600,2
414625,414625,2
414650,414650,2
414675,414675,2
414700,414700,2
414725,414725,2
414750,414750,2
414775,414775,2
414800,414800,2
414825,414825,2
414850,414850,2
414875,414875,2
414900,414900,2
414925,414925,2
414950,414950,2
414975,414975,2
415000,415000,3
415025,415025,3
415050,415050,3
415075,415075,3
415100,415100,3
415125,415125,3
415150,415150,3
415175,415175,3
415200,415200,3
415225,415225,3
415250,415250,3
415275,415275,3
415300,415300,3
415325,415325,3
415350,415350,3
415375,415375,3
415400,415400,3
415425,415425,3
415450,415450,3
415475,415475,3
415500,415500,3
415525,415525,3
415550,415550,3
415575,415575,3
415600,415600,3
415625,415625,3
415650,415650,3
415675,415675,3
415700,415700,3
415725,415725,3
415750,415750,3
415775,415775,3
415800,415800,3
415825,415825,3
415850,415850,3
415875,415875,3
415900,415900,3
415925,415925,3
415950,415950,3
415975,415975,3
416000,416000,3
416025,416025,3
416050,416050,3
416075,416075,3
416100,416100,3
416125,416125,3
416150,416150,3
416175,416175,3
416200,416200,3
416225,416225,3
416250,416250,3
416275,416275,3
416300,416300,3
416325,416325,3
416350,416350,3
416375,416375,3
416400,416400,3
416425,416425,3
416450,416450,3
416475,416475,3
416500,416500,3
416525,416525,3
416550,416550,3
416575,416575,3
416600,416600,3
416625,416625,3
416650,416650,3
416675,416675,3
416700,416700,3
416725,416725,3
416750,416750,3
416775,416775,3
416800,416800,3
416825,416825,3
416850,416850,3
416875,416875,3
416900,416900,3
416925,416925,3
416950,416950,3
416975,416975,3
417000,417000,3
417025,417025,3
417050,417050,3
417075,417075,4
417100,417100,4
417125,417125,4
417150,417150,4
417175,417175,4
417200,417200,4
417225,417225,4
417250,417250,4
417275,417275,4
417300,417300,4
417325,417325,4
417350,417350,4
417375,417375,4
417400,417400,4
417425,417425,4
417450,417450,4
417475,417475,4
417500,417500,4
417525,417525,4
417550,417550,4
417575,417575,4
417600,417600,5
417625,417625,5
417650,417650,5
417675,417675,5
417700,417700,5
417725,417725,5
417750,417750,5
417775,417775,5
417800,417800,5
417825,417825,5
417850,417850,5
417875,417875,5
417900,417900,5
417925,417925,5
417950,417950,5
417975,417975,5
418000,418000,5
418025,418025,5
418050,418050,5
418075,418075,5
418100,418100,4
418125,418125,4
418150,418150,4
418175,418175,4
418200,418200,4
418225,418225,4
418250,418250,4
418275,418275,4
418300,418300,4
418325,418325,4
418350,418350,4
418375,418375,4
418400,418400,4
418425,418425,4
418450,418450,4
418475,418475,4
418500,418500,4
418525,418525,4
418550,418550,4
418575,418575,4
418600,418600,4
418625,418625,4
418650,418650,4
418675,418675,4
418700,418700,4
418725,418725,4
418750,418750,4
418775,418775,4
418800,418800,4
418825,418825,4
418850,418850,4
418875,418875,4
418900,418900,4
418925,418925,4
418950,418950,4
418975,418975,4
419000,419000,4
419025,419025,4
419050,419050,4
419075,419075,4
419100,419100,4
419125,419125,4
419150,419150,4
419175,419175,4
419200,419200,4
419225,419225,4
419250,419250,4
419275,419275,4
419300,419300,4
419325,419325,4
419350,419350,4
419375,419375,4
419400,419400,4
419425,419425,4
419450,419450,4
419475,419475,4
419500,419500,4
419525,419525,4
419550,419550,4
419575,419575,4
419600,419600,4
419625,419625,4
419650,419650,4
419675,419675,4
419700,419700,4
419725,419725,4
419750,419750,4
419775,419775,4
419800,419800,4
419825,419825,4
419850,419850,4
419875,419875,4
419900,419900,4
419925,419925,4
419950,419950,4
419975,419975,4
420000,420000,4
420025,420025,4
420050,420050,4
420075,420075,4
420100,420100,3
420125,420125,3
420150,420150,3
420175,420175,3
420200,420200,3
420225,420225,3
420250,420250,3
420275,420275,3
420300,420300,3
420325,420325,3
420350,420350,3
420375,420375,3
420400,420400,3
420425,420425,3
420450,420450,3
420475,420475,3
420500,420500,3
420525,420525,3
420550,420550,3
420575,420575,3
420600,420600,3
420625,420625,3
420650,420650,3
420675,420675,3
420700,420700,3
420725,420725,3
420750,420750,3
420775,420775,3
420800,420800,3
420825,420825,3
420850,420850,3
420875,420875,3
420900,420900,3
420925,420925,3
420950,420950,3
420975,420975,3
421000,421000,3
421025,421025,3
421050,421050,3
421075,421075,3
421100,421100,3
421125,421125,3
421150,421150,3
421175,421175,3
421200,421200,3
421225,421225,3
421250,421250,3
421275,421275,3
421300,421300,3
421325,421325,3
421350,421350,3
421375,421375,3
421400,421400,3
421425,421425,3
421450,421450,3
421475,421475,3
421500,421500,3
421525,421525,3
421550,421550,3
421575,421575,3
421600,421600,3
421625,421625,3
421650,421650,3
421675,421675,3
421700,421700,3
421725,421725,3
421750,421750,3
421775,421775,3
421800,421800,3
421825,421825,3
421850,421850,3
421875,421875,3
421900,421900,3
421925,421925,3
421950,421950,3
421975,421975,3
422000,422000,3
422025,422025,3
422050,422050,3
422075,422075,3
422100,422100,3
422125,422125,3
422150,422150,3
422175,422175,3
422200,422200,3
422225,422225,3
422250,422250,3
422275,422275,3
422300,422300,3
422325,422325,3
422350,422350,3
422375,422375,3
422400,422400,3
422425,422425,3
422450,422450,3
422475,422475,3
422500,422500,3
422525,422525,3
422550,422550,3
422575,422575,3
422600,422600,3
422625,422625,3
422650,422650,3
422675,422675,3
422700,422700,3
422725,422725,3
422750,422750,3
422775,422775,3
422800,422800,3
422825,422825,3
422850,422850,3
422875,422875,3
422900,422900,3
422925,422925,3
422950,422950,3
422975,422975,4
423000,423000,3
423025,423025,3
423050,423050,3
423075,423075,3
423100,423100,3
423125,423125,3
423150,423150,3
423175,423175,3
423200,423200,3
423225,423225,3
423250,423250,3
423275,423275,3
423300,423300,3
423325,423325,3
423350,423350,3
423375,423375,3
423400,423400,3
423425,423425,3
423450,423450,3
423475,423475,3
423500,423500,3
423525,423525,3
423550,423550,3
423575,423575,3
423600,423600,3
423625,423625,3
423650,423650,3
423675,423675,3
423700,423700,3
423725,423725,3
423750,423750,3
423775,423775,3
423800,423800,3
423825,423825,3
423850,423850,3
423875,423875,3
423900,423900,3
423925,423925,3
423950,423950,3
423975,423975,3
424000,424000,3
424025,424025,3
424050,424050,3
424075,424075,3
424100,424100,3
424125,424125,3
424150,424150,3
424175,424175,3
424200,424200,3
424225,424225,3
424250,424250,3
424275,424275,3
424300,424300,3
424325,424325,3
424350,424350,3
424375,424375,3
424400,424400,3
424425,424425,3
424450,424450,3
424475,424475,3
424500,424500,3
424525,424525,3
424550,424550,3
424575,424575,3
424600,424600,3
424625,424625,3
424650,424650,3
424675,424675,3
424700,424700,3
424725,424725,3
424750,424750,3
424775,424775,3
424800,424800,3
424825,424825,3
424850,424850,3
424875,424875,3
424900,424900,3
424925,424925,3
424950,424950,3
424975,424975,3
425000,425000,3
425025,425025,3
425050,425050,3
425075,425075,3
425100,425100,3
425125,425125,3
425150,425150,3
425175,425175,3
425200,425200,3
425225,425225,3
425250,425250,3
425275,425275,3
425300,425300,3
425325,425325,3
425350,425350,3
425375,425375,3
425400,425400,3
425425,425425,3
425450,425450,3
425475,425475,4
425500,425500,4
425525,425525,4
425550,425550,4
425575,425575,4
425600,425600,4
425625,425625,4
425650,425650,4
425675,425675,4
425700,425700,4
425725,425725,4
425750,425750,4
425775,425775,4
425800,425800,4
425825,425825,4
425850,425850,4
425875,425875,4
425900,425900,4
425925,425925,4
425950,425950,4
425975,425975,4
426000,426000,3
426025,426025,3
426050,426050,3
426075,426075,3
426100,426100,3
426125,426125,3
426150,426150,3
426175,426175,3
426200,426200,3
426225,426225,3
426250,426250,3
426275,426275,3
426300,426300,3
426325,426325,3
426350,426350,3
426375,426375,3
426400,426400,3
426425,426425,3
426450,426450,3
426475,426475,3
426500,426500,3
426525,426525,3
426550,426550,3
426575,426575,3
426600,426600,3
426625,426625,3
426650,426650,3
426675,426675,3
426700,426700,3
426725,426725,3
426750,426750,3
426775,426775,3
426800,426800,3
426825,426825,3
426850,426850,3
426875,426875,3
426900,426900,3
426925,426925,3
426950,426950,3
426975,426975,3
427000,427000,3
427025,427025,3
427050,427050,3
427075,427075,3
427100,427100,3
427125,427125,3
427150,427150,3
427175,427175,3
427200,427200,3
427225,427225,3
427250,427250,3
427275,427275,3
427300,427300,3
427325,427325,3
427350,427350,3
427375,427375,3
427400,427400,3
427425,427425,3
427450,427450,3
427475,427475,3
427500,427500,3
427525,427525,3
427550,427550,3
427575,427575,3
427600,427600,3
427625,427625,3
427650,427650,3
427675,427675,3
427700,427700,3
427725,427725,3
427750,427750,3
427775,427775,3
427800,427800,3
427825,427825,3
427850,427850,3
427875,427875,3
427900,427900,3
427925,427925,3
427950,427950,3
427975,427975,3
428000,428000,3
428025,428025,3
428050,428050,3
428075,428075,3
428100,428100,3
428125,428125,3
428150,428150,3
428175,428175,3
428200,428200,3
428225,428225,3
428250,428250,3
428275,428275,3
428300,428300,3
428325,428325,3
428350,428350,3
428375,428375,3
428400,428400,3
428425,428425,3
428450,428450,3
428475,428475,3
428500,428500,3
428525,428525,3
428550,428550,3
428575,428575,3
428600,428600,3
428625,428625,3
428650,428650,3
428675,428675,3
428700,428700,3
428725,428725,3
428750,428750,3
428775,428775,3
428800,428800,3
428825,428825,3
428850,428850,3
428875,428875,3
428900,428900,3
428925,428925,3
428950,428950,3
428975,428975,3
429000,429000,3
429025,429025,3
429050,429050,3
429075,429075,3
429100,429100,3
429125,429125,3
429150,429150,3
429175,429175,3
429200,429200,3
429225,429225,3
429250,429250,3
429275,429275,3
429300,429300,3
429325,429325,3
429350,429350,3
429375,429375,3
429400,429400,3
429425,429425,3
429450,429450,3
429475,429475,3
429500,429500,3
429525,429525,3
429550,429550,3
429575,429575,3
429600,429600,3
429625,429625,3
429650,429650,3
429675,429675,3
429700,429700,3
429725,429725,3
429750,429750,3
429775,429775,3
429800,429800,3
429825,429825,3
429850,429850,3
429875,429875,3
429900,429900,3
429925,429925,3
429950,429950,3
429975,429975,3
430000,430000,3
430025,430025,3
430050,430050,3
430075,430075,3
430100,430100,3
430125,430125,3
430150,430150,3
430175,430175,3
430200,430200,3
430225,430225,3
430250,430250,3
430275,430275,3
430300,430300,3
430325,430325,3
430350,430350,3
430375,430375,3
430400,430400,3
430425,430425,3
430450,430450,3
430475,430475,3
430500,430500,3
430525,430525,3
430550,430550,3
430575,430575,3
430600,430600,3
430625,430625,3
430650,430650,3
430675,430675,3
430700,430700,3
430725,430725,3
430750,430750,3
430775,430775,3
430800,430800,3
430825,430825,3
430850,430850,3
430875,430875,3
430900,430900,3
430925,430925,3
430950,430950,3
430975,430975,3
431000,431000,3
431025,431025,3
431050,431050,3
431075,431075,3
431100,431100,3
431125,431125,3
431150,431150,3
431175,431175,3
431200,431200,3
431225,431225,3
431250,431250,3
431275,431275,3
431300,431300,3
431325,431325,3
431350,431350,3
431375,431375,3
431400,431400,3
431425,431425,3
431450,431450,3
431475,431475,3
431500,431500,3
431525,431525,3
431550,431550,3
431575,431575,3
431600,431600,3
431625,431625,3
431650,431650,3
431675,431675,3
431700,431700,3
431725,431725,3
431750,431750,3
431775,431775,3
431800,431800,3
431825,431825,3
431850,431850,3
431875,431875,3
431900,431900,3
431925,431925,3
431950,431950,3
431975,431975,3
432000,432000,3
432025,432025,3
432050,432050,3
432075,432075,3
432100,432100,3
432125,432125,3
432150,432150,3
432175,432175,3
432200,432200,3
432225,432225,3
432250,432250,3
432275,432275,3
432300,432300,3
432325,432325,3
432350,432350,2
432375,432375,2
432400,432400,2
432425,432425,2
432450,432450,2
432475,432475,2
432500,432500,2
432525,432525,2
432550,432550,2
432575,432575,2
432600,432600,2
432625,432625,2
432650,432650,2
432675,432675,2
432700,432700,2
432725,432725,2
432750,432750,2
432775,432775,2
432800,432800,2
432825,432825,2
432850,432850,2
432875,432875,2
432900,432900,2
432925,432925,2
432950,432950,2
432975,432975,2
433000,433000,2
433025,433025,2
433050,433050,2
433075,433075,2
433100,433100,2
433125,433125,2
433150,433150,2
433175,433175,2
433200,433200,2
433225,433225,2
433250,433250,2
433275,433275,2
433300,433300,2
433325,433325,2
433350,433350,2
433375,433375,2
433400,433400,2
433425,433425,2
433450,433450,2
433475,433475,2
433500,433500,2
433525,433525,2
433550,433550,2
433575,433575,2
433600,433600,2
433625,433625,2
433650,433650,2
433675,433675,2
433700,433700,2
433725,433725,2
433750,433750,2
433775,433775,2
433800,433800,2
433825,433825,2
433850,433850,2
433875,433875,2
433900,433900,2
433925,433925,2
433950,433950,2
433975,433975,2
434000,434000,2
434025,434025,2
434050,434050,2
434075,434075,2
434100,434100,2
434125,434125,2
434150,434150,2
434175,434175,2
434200,434200,2
434225,434225,2
434250,434250,2
434275,434275,2
434300,434300,2
434325,434325,2
434350,434350,2
434375,434375,2
434400,434400,2
434425,434425,2
434450,434450,2
434475,434475,2
434500,434500,2
434525,434525,2
434550,434550,2
434575,434575,2
434600,434600,2
434625,434625,2
434650,434650,2
434675,434675,2
434700,434700,2
434725,434725,2
434750,434750,2
434775,434775,2
434800,434800,2
434825,434825,2
434850,434850,2
434875,434875,2
434900,434900,2
434925,434925,2
434950,434950,2
434975,434975,2
435000,435000,2
435025,435025,2
435050,435050,2
435075,435075,2
435100,435100,2
435125,435125,2
435150,435150,2
435175,435175,2
435200,435200,2
435225,435225,2
435250,435250,2
435275,435275,2
435300,435300,2
435325,435325,2
435350,435350,2
435375,435375,2
435400,435400,2
435425,435425,2
435450,435450,2
435475,435475,2
435500,435500,2
435525,435525,2
435550,435550,2
435575,435575,2
435600,435600,2
435625,435625,2
435650,435650,2
435675,435675,2
435700,435700,2
435725,435725,2
435750,435750,2
435775,435775,2
435800,435800,2
435825,435825,2
435850,435850,2
435875,435875,2
435900,435900,2
435925,435925,2
435950,435950,2
435975,435975,2
436000,436000,2
436025,436025,2
436050,436050,2
436075,436075,2
436100,436100,2
436125,436125,2
436150,436150,2
436175,436175,2
436200,436200,2
436225,436225,2
436250,436250,2
436275,436275,2
436300,436300,2
436325,436325,2
436350,436350,2
436375,436375,1
436400,436400,1
436425,436425,1
436450,436450,1
436475,436475,1
436500,436500,1
436525,436525,1
436550,436550,1
436575,436575,1
436600,436600,0
436625,436625,0
436650,436650,0
436675,436675,0
436700,436700,0
436725,436725,0
436750,436750,0
436775,436775,0
436800,436800,0
436825,436825,0
436850,436850,0
436875,436875,0
436900,436900,0
436925,436925,0
436950,436950,0
436975,436975,0
437000,437000,0
437025,437025,0
437050,437050,0
437075,437075,0
437100,437100,0
437125,437125,0
437150,437150,0
437175,437175,0
437200,437200,0
437225,437225,0
437250,437250,0
437275,437275,0
437300,437300,0
437325,437325,0
437350,437350,0
437375,437375,0
437400,437400,0
437425,437425,0
437450,437450,0
437475,437475,0
437500,437500,0
437525,437525,0
437550,437550,0
437575,437575,0
437600,437600,0
437625,437625,0
437650,437650,0
437675,437675,0
437700,437700,0
437725,437725,0
437750,437750,0
437775,437775,0
437800,437800,0
437825,437825,0
437850,437850,0
437875,437875,0
437900,437900,0
437925,437925,0
437950,437950,0
437975,437975,0
438000,438000,0
438025,438025,0
438050,438050,0
438075,438075,0
438100,438100,0
438125,438125,0
438150,438150,0
438175,438175,0
438200,438200,0
438225,438225,0
438250,438250,0
438275,438275,0
438300,438300,0
438325,438325,0
438350,438350,0
438375,438375,0
438400,438400,0
438425,438425,0
438450,438450,0
438475,438475,0
438500,438500,0
438525,438525,0
438550,438550,0
438575,438575,0
438600,438600,0
438625,438625,0
438650,438650,0
438675,438675,0
438700,438700,0
438725,438725,0
438750,438750,0
438775,438775,0
438800,438800,0
438825,438825,0
438850,438850,0
438875,438875,0
438900,438900,0
438925,438925,0
438950,438950,0
438975,438975,0
439000,439000,0
439025,439025,0
439050,439050,0
439075,439075,0
439100,439100,0
439125,439125,0
439150,439150,0
439175,439175,0
439200,439200,0
439225,439225,0
439250,439250,0
439275,439275,0
439300,439300,0
439325,439325,0
439350,439350,1
439375,439375,1
439400,439400,1
439425,439425,1
439450,439450,1
439475,439475,1
439500,439500,1
439525,439525,1
439550,439550,1
439575,439575,1
439600,439600,1
439625,439625,1
439650,439650,1
439675,439675,1
439700,439700,1
439725,439725,1
439750,439750,1
439775,439775,1
439800,439800,1
439825,439825,1
439850,439850,1
439875,439875,1
439900,439900,1
439925,439925,1
439950,439950,1
439975,439975,1
440000,440000,1
440025,440025,1
440050,440050,1
440075,440075,1
440100,440100,1
440125,440125,1
440150,440150,1
440175,440175,1
440200,440200,1
440225,440225,1
440250,440250,1
440275,440275,1
440300,440300,1
440325,440325,1
440350,440350,1
440375,440375,1
440400,440400,1
440425,440425,1
440450,440450,1
440475,440475,1
440500,440500,1
440525,440525,1
440550,440550,1
440575,440575,1
440600,440600,1
440625,440625,1
440650,440650,1
440675,440675,1
440700,440700,1
440725,440725,1
440750,440750,1
440775,440775,1
440800,440800,1
440825,440825,1
440850,440850,1
440875,440875,1
440900,440900,1
440925,440925,1
440950,440950,1
440975,440975,1
441000,441000,1
441025,441025,1
441050,441050,1
441075,441075,1
441100,441100,1
441125,441125,1
441150,441150,1
441175,441175,1
441200,441200,1
441225,441225,1
441250,441250,1
441275,441275,1
441300,441300,1
441325,441325,1
441350,441350,1
441375,441375,1
441400,441400,1
441425,441425,1
441450,441450,1
441475,441475,1
441500,441500,1
441525,441525,1
441550,441550,1
441575,441575,1
441600,441600,1
441625,441625,1
441650,441650,1
441675,441675,1
441700,441700,1
441725,441725,1
441750,441750,1
441775,441775,1
441800,441800,1
441825,441825,1
441850,441850,1
441875,441875,1
441900,441900,1
441925,441925,1
441950,441950,1
441975,441975,1
442000,442000,1
442025,442025,1
442050,442050,1
442075,442075,1
442100,442100,1
442125,442125,1
442150,442150,1
442175,442175,1
442200,442200,1
442225,442225,1
442250,442250,1
442275,442275,1
442300,442300,1
442325,442325,1
442350,442350,1
442375,442375,1
442400,442400,1
442425,442425,1
442450,442450,1
442475,442475,1
442500,442500,1
442525,442525,1
442550,442550,1
442575,442575,1
442600,442600,1
442625,442625,1
442650,442650,1
442675,442675,1
442700,442700,1
442725,442725,1
442750,442750,1
442775,442775,1
442800,442800,1
442825,442825,1
442850,442850,1
442875,442875,1
442900,442900,1
442925,442925,1
442950,442950,1
442975,442975,1
443000,443000,1
443025,443025,1
443050,443050,1
443075,443075,1
443100,443100,1
443125,443125,1
443150,443150,1
443175,443175,1
443200,443200,1
443225,443225,1
443250,443250,1
443275,443275,1
443300,443300,1
443325,443325,1
443350,443350,1
443375,443375,1
443400,443400,1
443425,443425,2
443450,443450,2
443475,443475,2
443500,443500,2
443525,443525,2
443550,443550,2
443575,443575,2
443600,443600,2
443625,443625,2
443650,443650,2
443675,443675,2
443700,443700,2
443725,443725,2
443750,443750,2
443775,443775,2
443800,443800,2
443825,443825,2
443850,443850,2
443875,443875,2
443900,443900,2
443925,443925,2
443950,443950,2
443975,443975,2
444000,444000,2
444025,444025,2
444050,444050,2
444075,444075,2
444100,444100,2
444125,444125,2
444150,444150,2
444175,444175,2
444200,444200,2
444225,444225,2
444250,444250,2
444275,444275,2
444300,444300,2
444325,444325,2
444350,444350,2
444375,444375,2
444400,444400,2
444425,444425,2
444450,444450,2
444475,444475,2
444500,444500,2
444525,444525,2
444550,444550,2
444575,444575,2
444600,444600,2
444625,444625,2
444650,444650,2
444675,444675,2
444700,444700,2
444725,444725,2
444750,444750,2
444775,444775,2
444800,444800,2
444825,444825,2
444850,444850,2
444875,444875,2
444900,444900,2
444925,444925,2
444950,444950,2
444975,444975,2
445000,445000,2
445025,445025,2
445050,445050,2
445075,445075,2
445100,445100,2
445125,445125,2
445150,445150,2
445175,445175,2
445200,445200,2
445225,445225,2
445250,445250,2
445275,445275,2
445300,445300,2
445325,445325,2
445350,445350,2
445375,445375,2
445400,445400,2
445425,445425,2
445450,445450,2
445475,445475,2
445500,445500,2
445525,445525,2
445550,445550,2
445575,445575,2
